ID;GUID;Model_ID;Feld_1;Feld_2;Feld_3;Feld_4;Feld_5;Feld_6;Feld_7;Feld_8;Feld_9;Feld_10;Feld_11;Feld_12;Feld_13;Tags
1586782684858;h{.O1o5.Hz;1701908762985;14;"mit; bei";con;la joven con el arete de perla (das Mädchen mit dem Perlenohrring [Bild von Jan Vermeer, 1632-1675])<br><br>empecemos con tu relación con la víctima (fangen wir mit deiner Beziehung zum Opfer an)<br><br>hay un hombre con ella (ein Mann ist bei ihr);[sound:s5000_14_spanisch.mp3];E01;prep;;;[sound:s5000_14_seite3.mp3];"<img src=""0014.jpg"">";0014;14;
1586782684859;o,|3mV5@X);1701908762985;6016;damit (mit dem);con eso;no tengo problemas con eso (ich habe kein Problem [keine Probleme] damit)<br><br>podría ser peligroso jugar con eso (es könnte gefährlich sein, damit zu spielen);[sound:s5000_6016_spanisch.mp3];E01;loc;;;[sound:s5000_6016_seite3.mp3];;0014A;15;
1586782684860;gx<Y~tN4cX;1701908762985;15;"durch; für; wegen";por;entlang, hindurch: vamos por la calle central, pasamos por un túnel<br><br>Tageszeiten: por la mañana<br><br>Zeitraum: por un año<br><br>mittels: por teléfono, por avión<br><br>Grund: por curiosidad, por tu culpa, por enfermedad<br><br>Passiv: pintado por Picasso<br><br>Anm.: Um «por» zu verstehen, v.a. in seiner Abgrenzung gegenüber «para», benötigt man zunächst eine gute Grammatik. Über den Kurs verteilt finden sich für alle Anwendungsbereiche Beispiele, um den Gebrauch einzuüben.;[sound:s5000_15_spanisch.mp3];E01;prep;;;[sound:s5000_15_seite3.mp3];;0015;16;
1586782684861;r:=s.))4Ss;1701908762985;16;"für; um ... zu;<br>nach (Zielort); <br>bis (Termin)";para ;Zweck, Absicht, Bestimmung:<br>un coche para las vacaciones<br>he venido para decirte ...<br>un regalo para ti<br><br>in Bezug auf: muy alto para su edad<br>poco interesante para mi<br><br>Zielort: el tren para Bogotá<br><br>Termin: para mañana, para el próximo lunes<br><br>Anm.: Um «para» zu verstehen, u.a. in seiner Abgrenzung gegenüber «por», nehme man eine Grammatik zur Hand. Über den Kurs verteilt finden sich für alle Anwendungsbereiche Beispiele.;[sound:s5000_16_spanisch.mp3];E01;prep;;;[sound:s5000_16_seite3.mp3];;0016;17;
1586782684862;t3H7#>Gs!I;1701908762985;6062;bitte Seite 3 aufrufen <br><br>EXTREM wichtig!;Infos zu den Ausschlusshinweisen -<br><br>EXTREM wichtig!<br><br>⇒ https://www.spanisch-5000.de/details.htm;"Etliche Karten enthalten auf der deutschen Seite Ausschlusshinweise. Diese sind extrem wichtig für diesen Kurs. Du musst sie unbedingt genau verstanden haben. Es folgen Beispiele und die jeweiligen Bedeutung.<br><br>ähnlich (≠ similar, semejante)    ⇒  finde einen Begriff für »ähnlich«, jedoch NICHT similar oder semejante; im Falle einer Phrase, finde eine solche, die die gegebenen Wörter nicht enthält<br><br>ein Jahr lang (≠ durante ...)  ⇒  finde einen Ausdruck für »ein Jahr lang«, der NICHT mit «durante» beginnt<br><br>sonst; andernfalls (≠ ... contrario)     ⇒  finde einen Begriff, der NICHT mit «contrario» endet<br><br>er ist ein ganzer Kerl (≠ ... pelo ...)  ⇒  finde einen Ausdruck, in dem NICHT in der Mitte «pelo» vorkommt<br><br>ferner gibt es auch positive Hinweise:<br><br>schließlich; abschließend (por ...)  ⇒  finde einen Begriff, der mit «por» beginnt<br><br>erneut; von neuem; wieder (... n...)  ⇒  finde einen Begriff, der in der Mitte oder am Ende ein Wort enthält, das mit «n» anfängt<br><br>siehe auch website: www.spanisch-5000.de/details.htm";;E01;info;"<img src=""Tutorial.jpg"">";"<img src=""Tutorial.jpg"">";;"<img src=""Tutorial.jpg"">";T6;18;
1586782684863;MSCUavlWL$;1701908762985;19;"haben; <br>bekommen; <br>besitzen";tener <br>(irr.);"él tiene los ojos azules (er hat blaue Augen [Foto: Paul Newman])<br><br>acaba de tener su segundo hijo (sie hat gerade ihr zweites Kind bekommen)<br><br>tenéis también el valor de hacerlo? (besitzt ihr auch den Mut, es zu tun?)<br><br>irr.: tengo, tienes ...; tuve, tuviste ... tuvieron; tendré ...; que tenga, que tengas ...<br><br>Anm.: Die Reihenfolge der Einträge auf der deutschen Seite der Karte spiegelt immer die Häufigkeit in der Anwendung wider (hier z.B. ist »haben« der mit Abstand häufigste Gebrauch).<br>Anm. zur Anm.: Ja, widerspiegeln schreibt man tatsächlich so, wie auch Widerstand oder Widerworte; wider = gegen.";[sound:s5000_19_spanisch.mp3];E01;v;;;[sound:s5000_19_seite3.mp3];"<img src=""0019.jpg"">";0019;19;
1586782684864;NRE5Dbf|~/;1701908762985;6018;etwas tun müssen<br>(≠ deber, necesitar);tener que hacer algo;"Anm.: «tener que» ist die Standardkonstruktion für  »müssen« im Spanischen (ähnlich wie ""to have to"" im Englischen)<br><br>tengo que decir algo (ich muss etwas sagen)<br><br>no tienes que decir nada, Raoul (du musst [gar] nichts sagen Raoul [beachte die doppelte Verneinung!])<br><br>tengo que irme (ich muss gehen)<br><br>es gibt ferner die Form «tener por qué hacer algo», die man sich als »einen Grund haben, etwas zu tun« denken kann:<br>tienes por qué decir algo ahora, Raoul (du musst jetzt was sagen, Raoul [wörtl.: du hast (einen Grund), warum jetzt etwas zu sagen])<br><br>wie bei den anderen »müssen« (deber, necesitar) bedeutet die Verneinung nicht nur »nicht müssen, nicht brauchen«, sondern sehr häufig auch »nicht dürfen, nicht sollen«<br><br>Anm.: Ein Beispiel für das Schwierigkeitsgefälle in Seite 3. Der erste Satz ist recht einfach, der zweite enthält schon eine doppelte Verneinung und der letzte stellt eine ziemlich seltene Konstruktion dar, die man als Anfänger auf keinen Fall kennen muss. ";[sound:s5000_6018_spanisch.mp3];E01;per;;;[sound:s5000_6018_seite3.mp3];;0019A;20;
1586782684865;kV)+Ti2,^.;1701908762985;20;wie (Vergleich)<br>da (weil)<br>als (in der Eigenschaft);como;"blanco como la nieve (weiß wie Schnee)<br><br>ser compositor (Komponist) en España es como ser torero en Finlandia<br><br>«como» als »da, weil« steht meist am Satzanfang:<br><br>como no tengo tiempo, no iré (da ich keine Zeit habe, gehe ich nicht [hin])<br><br>te lo digo como amigo (ich sage es dir als Freund)<br><br>«cómo» (mit Akzent) heißt »wie« in Fragesätzen  ⇒▯ <br><br>Anm.:  ⇒▯ heißt ""dazu gibt es eine eigene Karte""";[sound:s5000_20_spanisch.mp3];E01;conj;;;[sound:s5000_20_seite3.mp3];;0020;21;
1586782684866;GbI|?~,8OV;1701908762985;23;"mehr;<br>am meisten;<br>noch (etwas)";más;"soy más alto que tú (ich bin größer als du)<br><br>aquí hay más dinero, más acción, más diversión (hier gibt's mehr Geld, mehr Action, mehr Spaß)<br><br>esto me gusta mucho más (das gefällt mir viel besser [Steigerung ist immer ""mucho mas"", nicht etwa ""muy mas""])<br><br>es lo que más me gusta (es ist das, was mir am besten gefällt)<br><br>la más bella de la clase (die Schönste der Klasse)<br><br>¿qué más queréis? (was wollt ihr [denn] noch?)<br><br>Anm.: nicht zu verwechseln mit «mas» (aber, jedoch)";[sound:s5000_23_spanisch.mp3];E01;adv;;;[sound:s5000_23_seite3.mp3];;0023;22; missing-media 
1586782684867;r_3Pv>~Y`;1701908762985;6020;drei plus zwei ist (gleich) fünf;tres más dos son<br>(igual a) cinco;"oder: tres más dos son igual a cinco (drei und zwei sind gleich fünf)<br><br>Dies ist eine Zusatzkarte zu «más», durch die eine weitere Bedeutung von «más» gelernt wird, welche übrigens auf der Stammkarte nicht enthalten war, um diese nicht zu überladen. Diese weitere Bedeutung  - neben »mehr« heißt «más» auch »plus« oder »und« bei Rechnungen - wird als wichtig genug für eine eigene Zusatzkarte angesehen.<br><br>Neben »mehr« heißt «más» nämlich auch »plus« oder »und« bei Rechnungen.<br><br>Hinweis: Zahlen sind in E13 zusammengefasst und können u.U. auch besser direkt aus einer Grammatik, über spezielle App-Funktionen oder websites gelernt werden (s. ""Tipps & Tricks"" auf unserer homepage).";[sound:s5000_6020_spanisch.mp3];E01;exp;;;[sound:s5000_6020_seite3.mp3];;0023A;23; missing-media 
1586782684868;Bvgre[x-MF;1701908762985;30;"aber,<br>jedoch;<br>allerdings<br>(≠ mas)";pero;"sí, pero ¿por qué? (ja, aber warum [denn]?)<br><br>¡pero si todavía es una niña! (aber sie ist doch noch ein Kind [aber wenn sie doch noch ein Kind ist]!)<br><br>eso ya lo estamos haciendo, pero con recursos muy escasos (das machen wir [Verlaufsform von ""hacemos""!] bereits, jedoch mit sehr knappen Mitteln)<br><br>está con vida pero en condiciones críticas (sie ist am Leben, allerdings in kritischem Zustand [Zuständen])";[sound:s5000_30_spanisch.mp3];E01;conj;;;[sound:s5000_30_seite3.mp3];;0030;24;
1586782684869;"gqa7VydP[;";1701908762985;31;"sagen; <br>besagen";decir <br>(irr.);"parece que dice la verdad (es scheint, dass sie die Wahrheit sagt)<br><br>¡Tuviste nueve meses para decir algo! (Du hattest neun Monate Zeit, um was zu sagen!)<br><br>te digo que vayas a su casa (ich sage dir, dass du zu ihm nach Hause gehen sollst [subj.])<br><br>le dije que se fuera (ich sagte ihm/ihr, er/sie solle gehen [subj. II])<br><br>la regla dice lo siguiente (die Regel besagt Folgendes)<br><br>Anm.: »etwas sagen über« = «decir algo sobre/de»<br><br>irr.: digo, dices, dice ...; he dicho, has dicho ...; dije, dijiste, dijo ...; diré, dirás...; diría, dirías ...";[sound:s5000_31_spanisch.mp3];E01;v;;"<img src=""subjuntivo.jpg"">";[sound:s5000_31_seite3.mp3];;0031;25;
1586782684870;xuuNBctl*^;1701908762985;6021;das heißt ...<br>ich meine ...;es decir ...;mem und mögl. Bed.: will sagen ...<br><br>me gustaría pedir, es decir, si la cocina sigue abierta (ich würde gerne bestellen, das heißt wenn die Küche noch offen ist)<br><br>sí, es decir, no (ja, ich meine, nein)<br><br>dazu auch «o sea»:<br><br>al día siguiente, o sea el lunes, me presenté (am folgenden Tag, also/das heißt am Montag, stellte ich mich vor);[sound:s5000_6021_spanisch.mp3];E01;loc;;;[sound:s5000_6021_seite3.mp3];;0031A;26;
1586782684871;NbL$WL4KxY;1701908762985;6022;gesagt - getan;dicho y hecho;"Y ella como: ¡Vamos! Dicho y hecho y ahora vamos a un bar. (Und sie so: Auf geht's! Gesagt, getan, und jetzt gehen wir in eine Bar.)<br><br>beachte das umgangssprachliche ""como"", das genauso gebraucht wird wie im Deutschen das ""so"" (engl. ""and she goes like 'let's go!'"")";[sound:s5000_6022_spanisch.mp3];E01;loc;;;[sound:s5000_6022_seite3.mp3];"<img src=""0031B.jpg"">";0031B;27;
1586782684872;g2hZOp{6F0;1701908762985;6024;wie sagt man ...?;¿cómo se dice ...?;"¿cómo se dice ""ich lerne Spanisch"" en español? (wie sagt man ""ich lerne Spanisch"" auf Spanisch?)<br><br>Anm.: das Wort «cómo» (»wie« in Fragesätzen) kommt als Karte erst in E03";[sound:s5000_6024_spanisch.mp3];E01;loc;;;[sound:s5000_6024_seite3.mp3];;0031D;28; missing-media 
1586782684873;L<hRW`m5[j;1701908762985;6025;sagen Sie mir<br><br>Ja, bitte? (Telefon);dígame;"¡Señora, dígame exactamente qué pasó! (Madame, sagen Sie mir genau, was passiert ist!)<br><br>*ring ring* - ¿Dígame? - ¡Hola Mercedes, soy yo, Susana! (*ring ring* - Ja, hallo? - Hallo Mercedes, ich bin's, Susana!)<br><br>Anm.: Am Telefon hört man häufig auch ""dime"" (Imperativ, 2. Pers. Sing.: sag mir!) <br><br>Anm.: Diese Karte ist ein Vorgriff. Der Imperativ wird regulär im Kurs erst ab Einheit 5 verlangt (Kurswebsite / Kurs /Kapitelübersicht). ";[sound:s5000_6025_spanisch.mp3];E01;exp;;;[sound:s5000_6025_seite3.mp3];;0031E;29; missing-media 
1586782684874;McNKS6YK,-;1701908762985;32;können;poder<br>(irr.);"¡se hace lo que se puede! (man tut was man kann!)<br><br>¡Estoy seguro de ello! Vale, pues ... entonces puede ser que nos equivoquemos. (Ich bin mir ganz sicher! Okay, nun ja ... es kann doch sein, dass wir uns irren.)<br><br>auch »dürfen«: Mamá, ¿puedo preguntarte algo? (Mama, darf ich dich was fragen?)<br><br>no puedo vender alcohol a esta hora (ich darf um diese Zeit keinen Alkohol verkaufen)<br><br>»können« i.S.v. »kennen, beherrschen« (z.B. [eine Sprache] sprechen können) = saber<br><br>irr.: puedo, puedes ...; pude, pudiste, pudo ...; podré, podrás ...; podría, podrías ...; pueda, puedes ...";[sound:s5000_32_spanisch.mp3];E01;v;;;[sound:s5000_32_seite3.mp3];;0032;30;
1586782684875;nr<E>qd-2m;1701908762985;6026;"es kann sein, dass ...;<br>vielleicht ...";puede que;"cinco, seis, puede que diez veces (5, 6, vielleicht [auch] 10 mal)<br><br>no lo sé, puede que nada (ich weiß es nicht, vielleicht nichts)<br><br>entonces puede que tengamos un problema (dann kann es sein, dass wir ein Problem haben [tengamos = subjuntivo von tener])<br><br>Anm.: Wenn ein Verb auf «puede que» folgt, MUSS es im subjuntivo stehen! Diesen setzen wir im Kurs erst ab E12 voraus, aber Du solltest dich schon mal soweit damit befassen, dass du weißt, worum es sich handelt.<br>Viele »vielleicht«-Konstruktionen erfordern den subjuntivo. Keine Sorge: Im Verlauf des Kurses kommen immer wieder Beispiele dazu, bis Du das im Schlaf kannst.<br><br>6 x vielleicht (mit Zusatzinfos):<br>quizás (häufigstes ""vielleicht"")<br>tal vez (ebenfalls häufig)<br>puede que (kann sein + subj.)<br>igual (KEIN subj.; auch: ""genauso wie"")<br>posiblemente (möglicherweise)<br>a lo mejor (KEIN subj.)";[sound:s5000_6026_spanisch.mp3];E01;loc;;"<img src=""subjuntivo.jpg"">";[sound:s5000_6026_seite3.mp3];;0032A;31;
1586782684876;Ierj>y:)PY;1701908762985;33;gehen, <br>hingehen;ir <br>(irr.);"¿Vas al concierto de Marc Antony esta noche? (gehst du zum Marc-Antony-Konzert heute Abend? [Marc Antony (Bild) ist der erfolgreichste tropical-salsa-Künstler aller Zeiten])<br><br>Si voy al mercado, ¿quieres que te traiga algo? (wenn ich zum Markt gehe, möchtest du, dass ich dir etwas mitbringe?)<br><br>ir en coche/bicicleta (Auto/Fahrrad fahren)<br><br>ir a pie (zu Fuß gehen)<br><br>ir de vacaciones (in den Urlaub fahren)<br><br>ir de compras (einkaufen gehen)<br><br>ir por leche/el médico (Milch/den Arzt holen gehen)<br><br>ir para los 50 (auf die 50 zugehen)<br><br>irr: voy, vas, va ...; iba ...; fui ...; vaya ...";[sound:s5000_33_spanisch.mp3];E01;v;;;[sound:s5000_33_seite3.mp3];"<img src=""0033.jpg"">";0033;32;
1586782684877;xD-X7_*G,y;1701908762985;6029;na sowas!<br>wow!;¡vaya!;wörtl.: gehen Sie! (Imperativ)<br><br>Ausdruck der Überraschung und Bewunderung<br><br>sehr ähnlich: ¡anda! (sag bloß! das gibt's doch gar nicht!)<br><br>¡vaya ...! = was für ein ...!, z.B. ¡vaya pareja! (was für ein Paar!);[sound:s5000_6029_spanisch.mp3];E01;loc;;;[sound:s5000_6029_seite3.mp3];"<img src=""0033C.jpg"">";0033C;33; missing-media 
1586782684878;K^LjlA78e+;1701908762985;6030;"fortgehen, weggehen;<br>aufbrechen<br>(≠ partir, marcharse)";irse;"me voy a la casa (ich gehe [ich breche auf von hier] nach Hause)<br><br>¡vámonos (ya)! (gehen wir! wir gehen (jetzt)! [""vámonos"" ist die verschliffene Form von ""vamos nos""])<br><br>se fue sin decir nada (sie ging fort, ohne etwas zu sagen)<br><br>y luego se fue en el coche (und dann fuhr er [im Auto] weg)<br><br>me voy a dormir (ich geh schlafen [ich breche jetzt auf, um schlafen zu gehen])";[sound:s5000_6030_spanisch.mp3];E01;v;;;[sound:s5000_6030_seite3.mp3];;0033D;34;
1586782684879;icMZ[m,Kof;1701908762985;6032;ach was! Quatsch!<br>(≠ anda ya);¡qué va!;energische Verneinung, Kurzform von ¡qué va a ser así! (was wird schon so sein?)<br><br>¿Y te vas a casar con ella? - ¡Qué va! Es solo una buena amiga. (Und wirst du sie heiraten? - Quatsch, sie ist nur eine gute Freundin.)<br><br>Ella dice que fue así. - ¡Qué va! ¡Qué va a saber ella lo que pasó si no estaba allí! (Sie sagt, es war so. - Ach was! Woher soll sie das denn wissen, wenn sie gar nicht dort war.);[sound:s5000_6032_spanisch.mp3];E01;loc;;;[sound:s5000_6032_seite3.mp3];;0033F;35; missing-media 
